timestamp,temperature,voltage,current,state_of_charge,load,speed,energy_consumed_kWh,battery_health,range_km
2025-01-01 00:00:00,32.483570765056164,377.98710873172,93.24821725025619,85.49921835872406,209.05313713855412,19.096971011468433,35.24662403281163,99.92950675193438,211.65751452542463
2025-01-01 01:00:00,29.308678494144075,368.4926736582554,98.55481329284483,98.68537652109305,265.16390186580315,38.297417532040946,36.31672665217056,99.85687329863003,244.0618022840746
2025-01-01 02:00:00,33.23844269050346,351.1926073984035,92.07580079000039,40.77366711603312,229.30829001963917,37.34395439713895,32.336340557736214,99.79220061751457,99.6410848898864
2025-01-01 03:00:00,37.61514928204013,337.0612644458885,96.9203847036096,97.57789062383816,179.379309089176,36.001217613316285,32.66810741878061,99.72686440267701,242.1509334687036
2025-01-01 04:00:00,28.829233126383322,363.9644662722718,81.06385333046214,54.498709583324626,212.85994851779637,38.853591644936074,29.504362111395373,99.66785567845422,134.1181744731336
2025-01-01 05:00:00,28.8293152152541,357.869707708435,102.13293707372938,47.801503625100366,187.96674127348936,42.64268271645636,36.55028433797951,99.59475510977825,117.62409165001603
2025-01-01 06:00:00,37.896064077536955,367.90386440055465,100.01205475362224,24.02796215754826,200.39400923473642,38.49883048746194,36.794821430497485,99.52116546691725,58.065965301523285
2025-01-01 07:00:00,33.837173645764544,362.7034360336394,91.82911368931809,24.221220628768208,183.7194473925748,27.35993832052636,33.30673506303938,99.45455199679118,58.71585709799477
2025-01-01 08:00:00,27.65262807032524,370.9910543063867,106.59245668432405,75.36090047573238,191.78323970573044,44.86184791561939,39.54484788642523,99.37546230101833,186.48441879227363
2025-01-01 09:00:00,32.712800217929825,339.29529576878866,109.37570137626558,56.63431955472223,210.60466765370876,20.506282446775767,37.11066094837873,99.30124097912157,139.4797522102685
2025-01-01 10:00:00,27.682911535937688,376.3478813126865,83.92440135631026,38.121730082888455,150.33206502090246,19.496425427157998,31.584770640882923,99.2380714378398,93.80100455701212
2025-01-01 11:00:00,27.671351232148716,353.951992093848,92.37275221433785,69.11762450601861,149.2060586505011,47.39180494701568,32.695519661456295,99.17268039851689,171.30200067854153
2025-01-01 12:00:00,31.20981135783017,391.5052174525053,92.30857650212701,40.228649460008896,130.57287230843946,45.07020272135357,36.139289316196454,99.1004018198845,99.26589492693785
2025-01-01 13:00:00,20.43359877671101,336.21624363820865,90.60096898891135,66.2105403475538,119.9864447748145,39.42604634925964,30.461517463433605,99.03947878495764,164.32648642113634
2025-01-01 14:00:00,21.375410837434835,384.71927606330496,108.29474841931749,48.73669975861523,139.13586538897601,26.04551495244928,41.663077213337566,98.95615263053095,120.45039074264832
2025-01-01 15:00:00,27.188562353795135,353.958215669253,98.06173861227197,85.88417812894552,207.97312534020645,32.920890593259244,34.70975802462448,98.88673311448171,212.63071406896174
2025-01-01 16:00:00,24.93584439832788,336.971639927711,97.35485158689389,85.65569286134235,155.3606242254058,37.37253252313496,32.80582399415455,98.8211214664934,212.5856259111018
2025-01-01 17:00:00,31.571236662976368,340.32228331891355,79.96137635593246,58.188031849792104,225.6807232115548,24.041060314258864,27.212638178773922,98.76669619013585,143.21327239236473
2025-01-01 18:00:00,25.459879622393945,343.5930538361136,106.35418030209226,48.06552874680125,201.7356874376281,32.60971341976767,36.54255759823252,98.69361107493938,118.14646499262685
2025-01-01 19:00:00,22.938481493323543,358.48331892803833,87.60741605146528,49.00478372472756,101.57478932809731,46.523303381766794,31.40579726883877,98.6307994804017,121.49621141853792
2025-01-01 20:00:00,37.32824384460777,360.45670976071,100.59932630266329,84.45716205345744,232.7487792110845,54.273053642892165,36.26170216320206,98.5582760760753,208.81541734153274
2025-01-01 21:00:00,28.871118497567323,338.52599992122845,102.77376937958192,46.25435862380896,240.53993227958549,35.8056524734145,34.7915930448967,98.48869288998551,113.23049723672655
2025-01-01 22:00:00,30.33764102343962,349.51290815478035,113.60658595838652,36.72474989654768,150.30686625825734,47.56488354316098,39.706968243851705,98.4092789534978,90.30880607878662
2025-01-01 23:00:00,22.87625906893272,392.8454071722373,86.91179600880888,26.775067350024546,221.00957714474958,20.85939929412533,34.14289989115095,98.3409931537155,64.72757260361386
2025-01-02 00:00:00,27.278086377374088,384.5508634020142,69.80487844179174,57.33544967075267,157.17508812954006,46.594512411136115,26.843526274463663,98.28730610116658,141.7668732955863
2025-01-02 01:00:00,30.55461294854933,358.72647339348066,101.83849544753694,58.570567913587354,204.88351883741677,31.960515852725187,36.53216432759296,98.21424177251139,144.37758459559421
2025-01-02 02:00:00,24.245032112888488,350.760069563364,118.00511181510853,87.27269683223257,136.77507965225172,43.0734561670797,41.39148122910002,98.13145881005319,216.8139912840589
